MLSID,Address,Subdivision,Price,SqFt,Bedrooms,BathsFull,BathsHalf,DaysOnMarket,Agent,Firm
C117718S,1761 WIRE ROAD,BROOKES CONDOMINIUMS,65450,576,1,1,0,3,A131,F286 
C120909S,158 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,65000,576,1,1,0,6,A233,F476 
C117789S,1060 STONEGATE DRIVE,CROSSLAND DOWNS,65000,516,1,1,0,43,A77,F96 
C115061S,154 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,62500,605,1,1,0,334,A241,F378 
C117015S,166 E University DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,62000,576,1,1,0,252,A241,F378 
C119261S,1761 WIRE ROAD,BROOKES CONDOMINIUMS,61000,576,1,1,0,2,A243,F52 
C115477S,146 E University DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,61000,576,1,1,0,192,A241,F378 
C119075S,150 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,60500,604,1,1,0,9,A120,F96 
C119396S,1761 WIRE ROAD,BROOKES CONDOMINIUMS,60000,576,1,1,0,19,A73,F360 
C108644S,156/F103 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,60000,572,1,1,0,1101,A211,F378 
C117055S,156/F104 E University DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,59500,576,1,1,0,242,A211,F378 
C113530S,158/G106 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,59000,576,1,1,0,519,A211,F378 
C124008S,148 E UNIVERSITY DRIVE,LAKEWOOD COMMONS CONDOMINIUMS,57000,576,1,1,0,39,A56,F177 
C116788S,1056A STONEGATE DRIVE,CROSSLAND DOWNS,55500,516,1,1,0,147,A245,F476 
C112793S,1016 STONEGATE DRIVE,CROSSLAND DOWNS,52500,558,1,1,0,407,A211,F378 
R117293S,537 Raintree AVENUE,WOODLAND HILLS,48369,1147,4,2,0,7,A247,F484 
R115106S,609 WESTVIEW DRIVE,CRESTVIEW,27500,1223,3,1,0,291,A248,F278 
